MatchId,Year,TournamentRound,PieRound,Pie,Votes,Opponent,OpponentVotes,Result
edbJ95KMKJcud,2,2,2,Carrot Cake,3,Nutter Butter,1,Win
91cezo5XnwISXT,2,3,3,Carrot Cake,0,Atlantic Beach,4,Loss
bTbfU1603SUU,1,1,1,Carrot Cake,3,Butterscotch Cream,0,Win
KWfg43pS-Clw,1,2,2,Carrot Cake,3,Hazelnut Cream,0,Win
xQtZyWjNr0Eys,1,3,3,Carrot Cake,0,Irish Cream Brownie,3,Loss
5IXvaeVXTpKe,1,1,1,Banana Cream,2,Banana Coconut Cream,1,Win
V5LJHXyi2bwM,1,2,2,Banana Cream,1,Dirt,2,Loss
EinMNfDAR8gYb,2,1,1,Banana Cream,2,Chocolate Honey Pecan,2,TieLoss
mTCimcaL3tBv,1,1,1,Aunt Audrey's Chocolate Cream ,1,Banana Caramel Cream,2,Loss
RkAem_ar7Cg2G,2,1,1,Aunt Audrey's Chocolate Cream ,1,Monster Cookie,3,Loss
X52zf0ny2_iT7,2,1,1,Unicorn,0,Sweet Potato,4,Loss
oFJN2zp-w2Bi,1,1,1,Unicorn,0,Whiskey Silk,3,Loss
X52zf0ny2_iT7,2,1,1,Sweet Potato,4,Unicorn,0,Win
yFFNOuvUdo912,2,2,2,Sweet Potato,3,Egg Custard,1,Win
s1lVF14XaG0X5l,2,3,3,Sweet Potato,2,Blueberry Crisp,2,TieLoss
DRhE91yOACAr,1,1,1,Sweet Potato,3,Sugar Crack,0,Win
E_hLpwcAnjaA,1,2,2,Sweet Potato,2,Red Velvet Cream ,1,Win
jgyv3LMxDtenR,1,3,3,Sweet Potato,2,Key Lime,1,Win
E2U9mxQq72ZvX,1,4,4,Sweet Potato,3,Strawberry Blackberry,0,Win
eLDay4J_Wez2T,1,5,5,Sweet Potato,1,Lemon Meringue ,2,Loss
mwSKpJRn49l_,1,1,1,Honey Pecan,1,French Coconut,2,Loss
72buqI-63B96H,2,1,1,Honey Pecan,2,Buckeye,2,TieLoss
wkcuPpKHP-d-,1,1,1,Orange Cranberry Custard ,2,Monster Cookie,1,Win
JAdY6Dvon2mC,1,2,2,Orange Cranberry Custard ,2,Samoa,1,Win
HM8QjUMJsCB3x,1,3,3,Orange Cranberry Custard ,1,Maple Bourbon Walnut ,2,Loss
XhZy-w47_8Qt-,2,1,1,Orange Cranberry Custard ,1,Butterscotch Pecan Blondie,3,Loss
bTbfU1603SUU,1,1,1,Butterscotch Cream,0,Carrot Cake,3,Loss
xl0V6LqB_TPfs,2,1,1,Butterscotch Cream,2,Buttermilk Chess,2,TieLoss
,1,1,0,Tres Leches,0,,,Bye
ggElCbjFQ3g1,1,2,1,Tres Leches,3,Peanut Chip,0,Win
bHrzQx5tuhDtU,1,3,2,Tres Leches,2,Tiramisu,1,Win
pGH8BcQKeG-IO,1,4,3,Tres Leches,1,Lemon Meringue ,2,Loss
pbV_eGNHQRVV3,2,1,1,Tres Leches,2,Oreo,2,TieLoss
1N3k3USdZb5n,1,1,1,Chocolate Covered Strawberry ,1,Chocolate Cloud,2,Loss
DrD-mp7DMXAMx,2,1,1,Chocolate Covered Strawberry ,1,Bourbon Chocolate Pecan,3,Loss
A7bxHvLdrTkp,1,1,1,Lemon Cream,0,Key Lime,3,Loss
boWFUs-XAiY9u,2,1,1,Lemon Cream,3,Coconut/Banana Cream,1,Win
VkO-vuVhm3CbO,2,2,2,Lemon Cream,4,Shoofly,0,Win
YX4A5O0X0QLAnH,2,3,3,Lemon Cream,2,Cinnamon Roll Apple,2,TieWin
ydm4AQG91utJkI,2,4,4,Lemon Cream,1,Bourbon Chocolate Pecan,3,Loss
Rxs6yq6xmnqm,1,1,1,Strawberry/Rhubarb (Seasonal • Spring) ,3,Strawberry Sour Cream ,0,Win
ppvi-GxeniTY,1,2,2,Strawberry/Rhubarb (Seasonal • Spring) ,1,Pumpkin Marshmallow,2,Loss
YgF3Z745hDWiV,2,1,1,Strawberry/Rhubarb (Seasonal • Spring) ,1,Strawberry Blueberry,3,Loss
tsUX5TdbgPZw,1,1,1,Cranberry Streusel ,2,Egg Custard,1,Win
z2n42KAxJWEq,1,2,2,Cranberry Streusel ,1,Pumpkin Cream Cheese ,2,Loss
,2,1,0,Cranberry Streusel ,0,,,Bye
Wxvo58UfQM--C,2,2,1,Cranberry Streusel ,2,Caramel Apple,2,TieLoss
,1,1,0,Cherry Almond,0,,,Bye
E_497uTCJl33,1,2,1,Cherry Almond,0,Amish Apple,3,Loss
fR5AUP23PlSSi,2,1,1,Cherry Almond,2,Samoa,2,TieLoss
EinMNfDAR8gYb,2,1,1,Chocolate Honey Pecan,2,Banana Cream,2,TieWin
4cAmgh4LdGqiM,2,2,2,Chocolate Honey Pecan,2,Black Bottom Mocha,2,TieLoss
,1,1,0,Chocolate Honey Pecan,0,,,Bye
Hg71oMLWJTew,1,2,1,Chocolate Honey Pecan,1,"Brownie Fudge (Walnut, Mint, Plain, Toffee, Triple Chocolate, Peanut Butter, M&M, Coconut)",2,Loss
,1,1,0,Snickers,0,,,Bye
X_b6shxEC7Iw,1,2,1,Snickers,0,Lemon Meringue ,3,Loss
,2,1,0,Snickers,0,,,Bye
qSJXYjst4byq4,2,2,1,Snickers,1,Blueberry Muffin,3,Loss
POGSVOwsXnaq,1,1,1,Buttermilk Chess,0,"Brownie Fudge (Walnut, Mint, Plain, Toffee, Triple Chocolate, Peanut Butter, M&M, Coconut)",3,Loss
xl0V6LqB_TPfs,2,1,1,Buttermilk Chess,2,Butterscotch Cream,2,TieWin
n0ln92iFdVG56,2,2,2,Buttermilk Chess,4,Pumpkin Chocolate ,0,Win
RpaouaLT8ru0kt,2,3,3,Buttermilk Chess,4,Reese's,0,Win
M1eIA02RXvZ7CU,2,4,4,Buttermilk Chess,2,Banana Caramel Cream,2,TieWin
HOqtzWZZC0Odys,2,5,5,Buttermilk Chess,0,Strawberry Blackberry,4,Loss
wkcuPpKHP-d-,1,1,1,Monster Cookie,1,Orange Cranberry Custard ,2,Loss
RkAem_ar7Cg2G,2,1,1,Monster Cookie,3,Aunt Audrey's Chocolate Cream ,1,Win
2aJcPkw03xY0P,2,2,2,Monster Cookie,3,S'mores,1,Win
qIXTaWJyEbyXNt,2,3,3,Monster Cookie,2,Blueberry Muffin,2,TieLoss
,1,1,0,Strawberry Shortcake ,0,,,Bye
1hgBtvFrRhI7,1,2,1,Strawberry Shortcake ,1,Tiramisu,2,Loss
,2,1,0,Strawberry Shortcake ,0,,,Bye
1F5DkvGGqhxIR,2,2,1,Strawberry Shortcake ,1,Mixed Berry,3,Loss
,1,1,0,Reese's,0,,,Bye
-FJVN6L_eWAF,1,2,1,Reese's,0,Key Lime,3,Loss
,2,1,0,Reese's,0,,,Bye
K2bb872PVndkx,2,2,1,Reese's,2,Pumpkin Cream Cheese ,2,TieWin
RpaouaLT8ru0kt,2,3,2,Reese's,0,Buttermilk Chess,4,Loss
5f8q_IDc43wXe,2,1,1,Blueberry Crisp,3,Dark Chocolate Cream,1,Win
VEKPZMn3nwqmY,2,2,2,Blueberry Crisp,3,Hazelnut Cream,1,Win
s1lVF14XaG0X5l,2,3,3,Blueberry Crisp,2,Sweet Potato,2,TieWin
qX3EUmAz0GNr_Y,2,4,4,Blueberry Crisp,2,Atlantic Beach,2,TieLoss
lFtb89M47hL_,1,1,1,Blueberry Crisp,2,Blackberry,1,Win
385KMzO1O-Mu,1,2,2,Blueberry Crisp,2,Chocolate Chess,1,Win
e8gIAbgIazIXU,1,3,3,Blueberry Crisp,2,Bourbon Chocolate Pecan,1,Win
_PtIyi8qDLafX,1,4,4,Blueberry Crisp,1,Chocolate Bourbon Pecan,2,Loss
k7wP7YnsYXSF,1,1,1,Bourbon Chocolate Pecan,3,Blueberry Muffin,0,Win
olzJlHKL9bkW,1,2,2,Bourbon Chocolate Pecan,3,Chocolate Chip Cookie (Nuts or M&M's) ,0,Win
e8gIAbgIazIXU,1,3,3,Bourbon Chocolate Pecan,1,Blueberry Crisp,2,Loss
DrD-mp7DMXAMx,2,1,1,Bourbon Chocolate Pecan,3,Chocolate Covered Strawberry ,1,Win
48KiHIr4n6fBV,2,2,2,Bourbon Chocolate Pecan,3,Lemon Meringue ,1,Win
DNB7m7XNNooNcm,2,3,3,Bourbon Chocolate Pecan,3,Lemon Chess,1,Win
ydm4AQG91utJkI,2,4,4,Bourbon Chocolate Pecan,3,Lemon Cream,1,Win
mFP-R0hx6bkCyB,2,5,5,Bourbon Chocolate Pecan,2,Mixed Berry,2,TieWin
eaKR8R3HfTQd,1,1,1,Boozy Blackberry Orange Cream ,3,Black Bottom Mocha,0,Win
cTP_v47MvkCw,1,2,2,Boozy Blackberry Orange Cream ,3,Funky Monkey,0,Win
T_Pdq1qwaGKei,1,3,3,Boozy Blackberry Orange Cream ,3,German Chocolate Pie,0,Win
4nmBEdmqVXdEt,1,4,4,Boozy Blackberry Orange Cream ,2,Irish Cream Brownie,1,Win
QDb0FiX1KdgWs,1,5,5,Boozy Blackberry Orange Cream ,2,Whiskey Silk,1,Win
cfcijswURHmSj,2,1,1,Boozy Blackberry Orange Cream ,2,Strawberry Blackberry,2,TieLoss
,1,1,0,Cinnamon Roll Apple,0,,,Bye
4BiEfRkMVU83,1,2,1,Cinnamon Roll Apple,3,Coconut Chocolate Chip Cookie,0,Win
bfP_wPPZFwvXC,1,3,2,Cinnamon Roll Apple,1,Cherry (Crumb or Crust),2,Loss
,2,1,0,Cinnamon Roll Apple,0,,,Bye
LCh2wwKm61rbT,2,2,1,Cinnamon Roll Apple,3,Strawberry Sour Cream ,1,Win
YX4A5O0X0QLAnH,2,3,2,Cinnamon Roll Apple,2,Lemon Cream,2,TieLoss
,1,1,0,Dirt,0,,,Bye
V5LJHXyi2bwM,1,2,1,Dirt,2,Banana Cream,1,Win
dw4FYqRNZhDAR,1,3,2,Dirt,1,Dark Chocolate Cream,2,Loss
,2,1,0,Dirt,0,,,Bye
xDpVBPb7Slnf8,2,2,1,Dirt,1,Coffee Cake Muffin ,3,Loss
GovZKrBKoSzj,1,1,1,Peach (Seasonal - Summer) ,2,Oreo,1,Win
onNkY6NCLpm8,1,2,2,Peach (Seasonal - Summer) ,2,Southern Velvet,1,Win
DU-0yulLWQJPn,1,3,3,Peach (Seasonal - Summer) ,2,Southern Oatmeal Rum Raisin ,1,Win
DkRquU_5BAmds,1,4,4,Peach (Seasonal - Summer) ,1,Maple Bourbon Walnut ,2,Loss
R5oE8OeiheDDc,2,1,1,Peach (Seasonal - Summer) ,4,Sugar Crack,0,Win
nLb-wip2etHo3,2,2,2,Peach (Seasonal - Summer) ,2,Atlantic Beach,2,TieLoss
